1,R_CA1
2,R_subiculum
4,R_CA4DG
5,R_CA2CA3
6,R_stratum
11,R_fimbria
12,L_mam_body
22,R_mam_body
33,L_fornix
35,R_fornix
37,L_fimbria
101,L_CA1
102,L_subiculum
104,L_CA4DG
105,L_CA2CA3
106,L_stratum
111,R_alveus
222,L_alveus
