100,left nucleus accumbens / ventral striatum
101,left precommissural putamen 
102,left precommissural caudate 
104,left postcommissural caudate 
105,left postcommissural putamen 
110,right nucleus accumbens / ventral striatum
111,right precommissural putamen 
112,right precommissural caudate 
114,right postcommissural caudate
115,right postcommissural putamen 
